gene_id	gene_name	Nac_oxy_1	Nac_oxy_2	Nac_oxy_3	Nac_oxy_4	Nac_oxy_5	Nac_oxy_6	Nac_oxy_7	Nac_oxy_8	Nac_Sal_1	Nac_Sal_2	Nac_Sal_3	Nac_Sal_4	Nac_Sal_5	Nac_Sal_6	Nac_Sal_7	Nac_Sal_8
ENSMUSG00000001383	Zmat2	73	687	651	337	340	689	401	631	791	407	90	1091	244	1117	135	876
ENSMUSG00000001403	Ube2c	0	3	2	4	2	0	2	0	0	0	0	0	1	3	1	6
ENSMUSG00000001415	Smg5	197	1101	1267	751	587.999	1131.999	838	1066	1569	474	132	1870	718	1492	173	1219
ENSMUSG00000001416	Cct3	190.001	1177	1229	759.999	594.999	1144	758.001	1180.001	1305	760	150	1853	702.999	1904	198.999	1375.999
ENSMUSG00000001418	Glmp	62	229	207.999	119.999	97.999	202	111	185.999	219	133	16	334	142	328.001	33.001	182.001
ENSMUSG00000001419	Mef2d	514	1112	1016	1202	750	848.001	1132.001	956	1060	816	132.154	1189	1346.999	1250	263.104	1161
ENSMUSG00000001420	Tmem79	2	4	11	0	4	3	2	0	7	0	0	4	1	3	0	3
ENSMUSG00000001424	Snd1	198	1033	1198	722	520	973	645	914	1127	671	98	1597.999	714	1685	149.999	1165.999
ENSMUSG00000001435	Col18a1	7	43	48	26	23	27	35	37	31	39	3	44	18	73	5	37
ENSMUSG00000001436	Slc19a1	16	109	105.999	75	46	89	94	75	78.001	83	16	156	91	167.999	20	120.001
ENSMUSG00000001440	Kpnb1	471	2117.999	2626	1727.001	1275	2475.999	1531	2181	2464	1692	296	3391	1527	3351	335.006	2367.999
ENSMUSG00000001441	Npepps	334.999	1132.001	1188	1069.999	719	1059	962	1200.999	1252	766.999	121	1465	1008.999	1415	226.001	1011.999
ENSMUSG00000001444	Tbx21	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001445	Mrpl10	85	410	396	295	186	462	218	323	381	204	48	530	241	626	41	385
ENSMUSG00000001467	Cyp51	113	469	550	352	307	504	346	587	630	341	70	668	294.999	782	103	452
ENSMUSG00000001472	Tcf25	741	3047	3644	2034	1596	3564	2043	3415	4167	2090	410	5269	2040	5725	597	3710
ENSMUSG00000001473	Tubb6	0	2	7	3	2	6	3	1	3	4	2	5	1	0	4	22
ENSMUSG00000001482	Def8	98	396	440	332.999	279.001	380	270	369	572	193	56	556	307	632	84	435
ENSMUSG00000001493	Meox1	0	1	4	0	1	2	4	0	4	7	11	5	2	4	0	7
ENSMUSG00000001494	Sost	0	0	0	0	2	0	0	0	7	0	0	0	2	0	0	0
ENSMUSG00000001496	Nkx2-1	3	14	27	21	23	9	16	11	23	25	1	20	18	38	4	4
ENSMUSG00000001497	Pax9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001504	Irx2	1	2	5	0	1	0	0	12	0	3	0	1	0	11	0	3
ENSMUSG00000001506	Col1a1	15	24	15	17	18	18	49	20	15	13	2	16	20	30	7	43
ENSMUSG00000001507	Itga3	35	84	109.001	64	72	113	39	121	151	89	20	167	75	232	21	100
ENSMUSG00000001508	Sgca	0	0	2	0	0	0	0	0	0	2	0	1	1	0	0	0
ENSMUSG00000001510	Dlx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001517	Foxm1	2.181	8	13	8	4	4	22	6	9	8	0	9	12.173	6	3	3.033
ENSMUSG00000001518	Itfg2	28	149	168	124	68	133.001	120	176.999	225	89	26	227	118	336	19	156
ENSMUSG00000001520	Nrip2	38	144.001	165.001	98	96	120	59	118	169	143.001	7	222.001	76	364	23.001	123
ENSMUSG00000001521	Tulp3	62.999	133	111	103	85	78	134	134	94	76	11	141	176	178	35	112
ENSMUSG00000001524	Gtf2h4	25	108.001	107.001	52	51	105	45	103	99.999	72	8	155	67.001	165	31	115
ENSMUSG00000001525	Tubb5	645	2781	2870	1890.999	1634	2807	1724	2887	3308	1662	360	4391	1777.367	4412.001	684	2995.001
ENSMUSG00000001542	Ell2	48	174	231	191	125	281	165	162	294	98	25	339	190	249	25	158
ENSMUSG00000001552	Jup	130	518	392	334.001	269.999	484	448	415	460	218	55	684	439.001	694.001	80	586
ENSMUSG00000001555	Fkbp10	24	59	81.001	25	31	44	35	45	59	21	2	70	25	77	14	52
ENSMUSG00000001558	Klhl10	0	2	0	12	0	0	2	3	8	5	0	6	0	1	3	5
ENSMUSG00000001566	Mnx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001569	Nom1	79	268	298	246	176	313	210	302	401	223	38	505	238	526	52	384
ENSMUSG00000001576	Ergic1	249.001	833.001	831	602	419.999	742	554.999	651.001	1069	590	106	1156	523	1088	161.999	757
ENSMUSG00000001583	Tnk1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000001588	Acap1	0	1	0	0	0	0	0	0	0	0	0	2	0	5	0	0
ENSMUSG00000001604	Tcea3	0	0	2	1	0	6	3	0	3	3	0	2	0	2	0	0
ENSMUSG00000001622	Csn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001627	Ifrd1	47	243.999	275	161	138	220	188	236	294.999	137.999	15.913	355	151.999	331	56.988	278
ENSMUSG00000001630	Stk38l	86	310	328	257	191	393	241.965	365.977	335.95	187	47	485.93	195.978	369	66	290.974
ENSMUSG00000001632	Brpf1	68.999	295	345	210.001	187	305	251	286	369	228	37	448	244	446.001	61	290.999
ENSMUSG00000001642	Akr1b3	75.001	422.811	306.869	307.871	198.979	319.936	252.917	284.909	504.891	192.889	56.179	528.349	252.583	596.441	115.061	371.661
ENSMUSG00000001655	Hoxc13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000001656	Hoxc11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001657	Hoxc8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001661	Hoxc6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001663	Gstt1	12	60	79	42	31	44	18	47	45	35	8	64	19	94	8	48
ENSMUSG00000001665	Gstt3	2	26	28	13	8	35	10	40	13	26	5	36	17	43	0	24
ENSMUSG00000001666	Ddt	27	126	93	51	58	149	78	143	123	54	14	169	62	142	20.952	131
ENSMUSG00000001670	Tat	0	2	1	0	0	0	0	1	0	2	0	0	0	2	1	0
ENSMUSG00000001672	Marveld3	0	3	2	5	0	0	13	6	1	5	0	11	4	4	0	6
ENSMUSG00000001674	Ddx18	44.732	174.678	168.312	152.321	124.132	123.093	135.699	171.689	203.993	82.511	22	219.753	116.187	281.601	30.961	192.503
ENSMUSG00000001687	Ubl3	476	1928	2191.001	1561.999	1006	1903.999	1270	1786	2165.001	951	303.001	3144.999	1378.001	2425.999	291	2019
ENSMUSG00000001700	Gramd3	25	124	87	94	80	131	127	160	157	133	11	221	98	208	29	132
ENSMUSG00000001707	Eef1e1	38	133	161	121	102	155	70	121	164	136	6	197	86	187	34	130
ENSMUSG00000001729	Akt1	191	1008	1346	749.001	560.001	1258	723	860	1295	706	128.431	1807	801	1764	188	1146.999
ENSMUSG00000001739	Cldn15	8	3	2	3	0	0	2	1	2	0	0	1	0	2	0	7
ENSMUSG00000001741	Il16	8	41	49	23	13	58	24	37.001	34	16	8.876	64.999	22.999	67.999	1	34
ENSMUSG00000001750	Tcirg1	21.001	98.001	83	55	39	93	56	57	156.001	83	25.999	147	81	161	12	119.999
ENSMUSG00000001751	Naglu	20	75	107	52	52	76	45	66	105	32	13	102	46	150	8	123
ENSMUSG00000001755	Coasy	25	132.999	172	93	83	160	124	132	179	108	22	202.001	79.999	275	38	139
ENSMUSG00000001761	Smo	22	143	125	94	48	134	85	162	82	108	32	221	84	297	14	120
ENSMUSG00000001763	Tspan33	22	99	102	56	50	102	74	101	55	81	6	124.999	65	208.001	10	52
ENSMUSG00000001767	Crnkl1	44	266	364	218	176	293	202	287	225	153	38	408	151	383	56	345
ENSMUSG00000001768	Rin2	52	255	300	214	187	387	203	278	334	167	43	400	204	538	58	300
ENSMUSG00000001773	Folh1	29	89	136	83	64	141	68	89	113	49	7	145	78	208	25	84
ENSMUSG00000001774	Chordc1	106	383	463	279	220	450	280	360	596	258	62	629	256	520	92	329
ENSMUSG00000001783	Rtcb	152	1095	1120	702	634	1015	618	949	1219	645	105	1581	531	1665	187	1110
ENSMUSG00000001785	Pwp1	50	253	301	190	152	340	184.001	256	290	191	35	401	159.999	423	53	308
ENSMUSG00000001786	Fbxo7	65.001	329	378	322	184.001	356	278.999	387	378	309	78.77	442.999	288	538	107	273.999
ENSMUSG00000001794	Capns1	117.001	578.001	582	310.999	239	686.001	279	498.999	621	364	67.001	845.001	260.001	1157.001	102	494
ENSMUSG00000001802	Lrp3	154	454.001	504	369	264	411	349	480	499	367	69.168	797	396	882	80	534
ENSMUSG00000001804	Dsg4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001815	Evx2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001819	Hoxd13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001823	Hoxd12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001827	Folr1	2	2	6	0	1	0	0	1	5	0	0	4	2	11	0	0
ENSMUSG00000001829	Clpb	113.999	465	529	421.001	274.001	558	368	420	640	320	70	665.999	337	621	70.999	486.999
ENSMUSG00000001833	Sept7	474	1970	2442	1782	1429	2827	1577	2650	3022	1474	403	3746	1451	3546	703	2125
ENSMUSG00000001844	Zdhhc4	42.001	196.001	159.001	116.999	78	164	108	161	152	99	31.999	219.999	103	273	30	169.999
ENSMUSG00000001847	Rac1	584	2043	2061	1716	1284	2097.999	1604	2113	2479.001	1542	247.56	3178	1575	3389	425.425	2127
ENSMUSG00000001855	Nup214	178.999	403.001	377	378.001	257	398	406	352.001	456	320	28.928	469	451.999	617	79.001	332.001
ENSMUSG00000001864	Aif1l	32	112	87	66	59	117	83	97	98	66	19	174	53	158	25	93
ENSMUSG00000001865	Cpa3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001870	Ltbp1	11	47	64	39	34	44	45	56	60	55	11	89	49	101	12	72
ENSMUSG00000001891	Ugp2	212	691	832.999	515	396	737	539	786	876	407	92	1166	551.999	1051.999	217	707
ENSMUSG00000001901	Kcnh6	3	18	13	4	16	6	15	16	26	14	2	24	16	39	2	33
ENSMUSG00000001909	Trmt1	82.001	450.001	441	289.999	229	382.002	333.001	434.001	404	243	73.999	545.998	290.001	609	69	441.002
ENSMUSG00000001910	Nacc1	171	689.97	727.968	500	344.689	679	527.867	550.931	791	341	90	1041.826	560.178	1064.882	137	661.908
ENSMUSG00000001911	Nfix	168.206	303	233	313	230.999	211	322	210	198.999	269.219	32	198	462	395	88	176
ENSMUSG00000001918	Slc1a5	3	17	15	8	8	18	25	10	15	15	3	28	13	32	0	39
ENSMUSG00000001924	Uba1	604	2738	3164	2094	1283.999	3245	1794.001	2848	3327	1815	325	4246	1867.999	4351	430	3043
ENSMUSG00000001930	Vwf	61	193	200	130.999	119	202	361.001	164	141	131	7	208	152	261	19	205
ENSMUSG00000001942	Siae	23	152	194	167	124	197	158	206	142	93	17	233	109	283	35	177
ENSMUSG00000001943	Vsig2	3	5	0	8	3	0	4	8	0	1	3	5	9	10	0	4
ENSMUSG00000001946	Esam	19	99	79	70	35	63	82.999	79.999	120	60	8	147.001	82	144	9	120
ENSMUSG00000001948	Spa17	2	27	10	9	8	19	9	8	14	19	0	28	10	29	0	8
ENSMUSG00000001962	Fam50a	19	113	72	62	60	64	86	107.999	94	88	15	182	66	227	20	112
ENSMUSG00000001964	Emd	35	164.094	165	111.822	72	116	75.1	122	221.051	85	25	254.113	88.144	313	28.061	234.533
ENSMUSG00000001983	Taco1	8	90	76	39	29	68	49	43	52	49	11	87	36	99	8	61
ENSMUSG00000001985	Grik3	168	745	806	821	538	773	694	620	921	599	150	1089	1007	1179	82	811
ENSMUSG00000001986	Gria3	668.285	2115.001	2588	2125	1364.001	1986	2259	2461.001	2562.001	1263	445.999	3032.999	2427	2448	435.001	2194.999
ENSMUSG00000001988	Npas1	1	4	0	3	6	7	0	18	10	7	1	2	11	21	2	6
ENSMUSG00000001995	Sipa1l2	114	436	407	315	216	299	256	332	539	219	38	693	307	578	79	339
ENSMUSG00000001998	Ap4e1	80.999	224.001	233.999	237	136.001	184	213	246.001	232.999	208.999	25	308.001	212	355.001	34	269
ENSMUSG00000001999	Blvra	12	95	104	62	50	117	95	124	77	65	7	150	70	166	39	75
ENSMUSG00000002006	Pdzd4	238	1513	1613	1116	811	1436	959	1433	1959	1070	156.367	2218	911	2504	176.44	1664
ENSMUSG00000002007	Srpk3	15	28	21	33.001	22	31	61	60.001	21	38	1	35.999	37	49	15.999	44
ENSMUSG00000002010	Idh3g	157	883.001	860	485	389	714	499	716.999	992	458.001	80	1192	451	1210.999	166	837
ENSMUSG00000002012	Pnck	147.996	800.999	851.001	562	511	787	369.001	661	723	774.999	106	1103	412.999	2033.999	175	756
ENSMUSG00000002014	Ssr4	70	272.001	326	182	140	293.001	187	277.999	289	157	35	382	157	402	72	322.999
ENSMUSG00000002015	Bcap31	74	325	373	234	187	338	201	307	309	252	46	437	210	529	60	328
ENSMUSG00000002017	Fam98a	49	142	148	106	104	171	126.001	154.001	191	94	20	241.999	133	248	31	164.999
ENSMUSG00000002020	Ltbp2	1	7	7	5	2	7	5	0	12	4	0	14	3	22	1	4
ENSMUSG00000002028	Kmt2a	926	2346	2270	2776	1632	1556	2893	2084	2069	2333	207	2123	2923.001	2758	507	1858
ENSMUSG00000002031	Ift46	50.999	262.998	251.999	149.998	154	249	186.001	169	213.999	196	15.999	297.001	157	363.001	50.001	183.002
ENSMUSG00000002032	Tmem25	44	136	137.001	86	84.001	162	69	187	153	96	17	204	101	239	23	140
ENSMUSG00000002033	Cd3g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002043	Trappc6a	9	59	75.999	45	37	58	41.001	47	41	26.001	10	78	24	67.001	7	61
ENSMUSG00000002052	Supt6	385	1637	1881	1433	898	1909	1407	1403	2161	1162	220.095	2729	1246	2962	324.09	1914
ENSMUSG00000002055	Spag5	20	23	26	13	19	15	23	46	46	27	1	32	17	55	15	18
ENSMUSG00000002057	Foxn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002058	Unc119	17	64.999	86	50	44	127	42	80	99	46	11	117	50	222.999	19	82
ENSMUSG00000002059	Rab34	24	237	260	147	103	166	169	190.001	215	110	15	356.001	144	368.999	34	234
ENSMUSG00000002064	Sdf2	62	309	327	172	136	265	157	306	321	211	36.905	333	141	368	63.91	290
ENSMUSG00000002068	Ccne1	21	37	39	27	48	52	35	113	46	24	2	72.999	39	111	20	45
ENSMUSG00000002076	Hsf2bp	0	9	2	2	2	1	0	0	0	0	0	5	4	0	0	0
ENSMUSG00000002083	Bbc3	5	42	33	17	24	30	45	43	45	23	8	64	23	78	5	44
ENSMUSG00000002100	Mybpc3	0	3	6	1	1	4	1	1	9	2	0	8	2	3	0	4
ENSMUSG00000002102	Psmc3	116	913.001	944	519.001	454.001	926.001	483.001	912	942	443.001	120	1344.999	432	1287	245	1022
ENSMUSG00000002103	Acp2	176	718	860	602	447.001	752	492	707.001	980	495	135.481	1034	527	1154	173.66	770
ENSMUSG00000002104	Rapsn	2	10	10	7	3	7	0	9	14	2	0	14	4	2	1	15
ENSMUSG00000002105	Slc39a13	42	99.001	134.001	99.001	62.999	143	81	94	237.001	93.999	25	177.001	92.999	226	29	92.999
ENSMUSG00000002107	Celf2	2165	4682	6394.999	6043	3273.001	4585	6270.001	4750	5393.999	3342	541	4149	6292.31	3507.001	1069	3149.999
ENSMUSG00000002108	Nr1h3	2	19	21	13	10	27	10	25	21	12	2	40	12	41.999	5	36
ENSMUSG00000002109	Ddb2	21	122.001	135	84	74	78.999	111	171.001	93.999	99	11.519	162.001	103	163	20.341	89
ENSMUSG00000002111	Spi1	5	21	12	13	9	37	9	24	13	18	1	25	16	25	5	13
ENSMUSG00000002129	Sf3a1	148	674	506	451.999	331	410	463	535	580	358	68	932	487.999	1095.001	109.001	598
ENSMUSG00000002147	Stat6	15	42	52	45	33	57	60	80	70	25	18	98	43	86	15	80
ENSMUSG00000002190	Clgn	29	63	81	45	31	88	55	54	78	30	12	120	59	85	15	33
ENSMUSG00000002204	Napsa	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000002205	Vrk3	44	173	141	116	78	148	126	124	199	85	13	236	114	171.999	26	147
ENSMUSG00000002210	Smg9	58	209	211	156	120	164	140	187	186	128	39	241.001	177	258	30	204.001
ENSMUSG00000002221	Paxip1	92	391.577	446	328.001	188	538.999	349	382	428	313	38	464	311.536	607	72	452.001
ENSMUSG00000002222	Rmnd5a	426	1844	2385	1698	1143.999	1965.999	1799	2053.001	2661	1154	312	3280.999	1444	2438	267	1900
ENSMUSG00000002227	Mov10	26	85	59	101	49	63	83	55	67	64	14	89	95	125	15	57
ENSMUSG00000002228	Ppm1j	0	4	1	1	1	3	0	4	3	4	0	5	1	1	1	9
ENSMUSG00000002233	Rhoc	10	54	24	35	32	30	35	49	48	46.001	15	95	16.999	78	8	68
ENSMUSG00000002240	Prr27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002249	Tead3	2	6	8	12	10	10	12	7	9	16	4	19	10	16	1	18
ENSMUSG00000002250	Ppard	26	33	31	34.999	26	25	59	41	35	22	10	37	72	56	6	32
ENSMUSG00000002257	Def6	1	6	3	9	7	1	9	6	13	14	0	11	8	28	3	3
ENSMUSG00000002265	Peg3	1500	6526.999	7712	6450	4801	7303	4650.001	6951	7742	6912	984	10247.001	4651	16235	973	6213
ENSMUSG00000002266	Zim1	7	26	40	41	51	27	18	17	39	88	0	32	28	124	11	13
ENSMUSG00000002274	Metrn	42	280	288	175	103	216	130	295	264	235	6.072	407	130	309	16.867	230
ENSMUSG00000002279	Lmf1	88.999	203	223.001	173	130.001	157	254.001	236	166.001	192.001	22	240	208.999	279	27.999	215
ENSMUSG00000002280	Narfl	28	239	256	146	124	267.001	141	218	234	118	30.172	327	129	315	69.274	250.999
ENSMUSG00000002289	Angptl4	3	21	21	16	20	20	16	30	22	13	6	19	15	45	3	31
ENSMUSG00000002297	Dbf4	6	20	18	6	16	17	20	18	7	7	0	23.001	6	34	3	8
ENSMUSG00000002307	Daxx	34	197.999	184.001	137	87	162	96	200	221.999	107	27	259	100.999	309.001	20	231
ENSMUSG00000002308	Cd320	25	97	151	88.001	40	118	108	97	120	66	4	137.999	97	144	20	99.001
ENSMUSG00000002319	Ipo4	156.643	615.057	602.508	478.95	385.292	555.184	441.531	611.999	513.999	438.861	61.458	830.482	467.408	1092.198	94.999	675
ENSMUSG00000002320	Tm9sf1	72.357	307.944	262.492	176.05	132.706	274.817	187.469	264.001	343	182.137	22.542	446.516	154.592	455.802	29.001	242
ENSMUSG00000002324	Rec8	19	59	71	87	49	54	50	44	74	24	14	103	48	95	6	79
ENSMUSG00000002325	Irf9	19	85	80	47	50	79	52.999	80	55.001	57.001	16	157	68.211	155	18	115
ENSMUSG00000002326	Gmpr2	31	100	70	72	48	88	61	85	109	38	12	134	103	188	28	140
ENSMUSG00000002329	Mdp1	43	283	272	146	128	213	165	234	244	114	36	362	158	349	48	263
ENSMUSG00000002332	Dhrs1	69	325.999	351.999	238	145	348	211	334	288	165	30	486	221	487	108	367
ENSMUSG00000002341	Ncan	650	1936	1807	1862	1035	1746	1778	1994	2149	1053	245	2858	2208	2398	327	2294
ENSMUSG00000002342	Tmem161a	37	194	201.001	115.001	98	182	116	203.999	277.001	95.001	15	271	97	283	34.999	185.001
ENSMUSG00000002343	Armc6	33	150.999	142.999	140	91	160	97	123.001	155.999	96	13	203	77	262	36	185
ENSMUSG00000002345	2310045N01Rik	28.999	121	133.999	81	64.001	134.001	58.001	108	141.001	73.001	9	171.001	75	251	25.999	113
ENSMUSG00000002346	Slc25a42	58	133	138	201	115	129	171	107	112	136	13	103.999	198.999	161	29	83
ENSMUSG00000002365	Snx9	20	103	118	79	60	99	66	101	139	92	19	153	65	129	20	91
ENSMUSG00000002372	Ranbp3	130	626	666	418	296	598	358	538	702	347	57	815	359	1018	108	574
ENSMUSG00000002379	Ndufa11	70	430	373	210	166	339	207	375	309	219	41	406.938	227.977	526	95	356
ENSMUSG00000002384	Bmp8b	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	0
ENSMUSG00000002393	Nr2f6	47	203	217	148	96	189	132	211	276	121	27.661	317.999	133.999	365	33.508	211
ENSMUSG00000002395	Use1	54	438.001	439.001	263.001	211	417.998	266.001	415.001	456	311	33	555.999	242.999	713	95	394.001
ENSMUSG00000002396	Ocel1	36	174	192	121	84	157	123.999	187	182	99	28.339	248.001	126	243	25.492	204
ENSMUSG00000002409	Dyrk1b	73	188	176	174	127	169	191	184	164	170	27	246	219	267	28	218
ENSMUSG00000002413	Braf	830	2432	3349.001	2553.001	1546	2647	2532	2659.999	3510.001	1707	370.566	3539.999	2394.999	3013	542.999	2427
ENSMUSG00000002416	Ndufb2	121	476.999	443.001	344	204	478.999	321	495.999	578	300	56.434	700.977	317.808	594.001	139.227	458
ENSMUSG00000002428	Hltf	89	412	514	283.999	264	446	386.999	447.999	436.999	300.001	72	656	271.999	571	120	397
ENSMUSG00000002455	Prpf6	114	546	576	466	355	674	450	464	805	377	54	826	365	1111	125	592
ENSMUSG00000002458	Rgs19	24	85.999	94.001	56.001	48	108	46	71.001	93	56	5	103.001	70	142	18	67
ENSMUSG00000002459	Rgs20	81	161.999	223	147	104.999	170	178	128.001	209	155	25	276	173	233	33	190
ENSMUSG00000002475	Abhd3	76	290	453	265	222	370	187	330	398	249	43	638	201	623	81	302
ENSMUSG00000002477	Snrpd1	45	247	169	127	111	179	133	217	212	139	31	313	75	297	44	276
ENSMUSG00000002486	Tchp	21	66	55	52	47	63	56	76	92	49	5	139	47	130	13	78
ENSMUSG00000002489	Tiam1	668	2172.999	1974	1528.999	1187	1529	1528	2038	2681	1155.001	249	3593.999	1391	2992	450	2233
ENSMUSG00000002496	Tsc2	273	1158	912	811	575	778	880	988	1084	691	165.344	1515	1042	1671	194.315	1125
ENSMUSG00000002500	Rpl3l	0	2	2	1	2	0	0	0	0	0	0	4	1	0	1	0
ENSMUSG00000002504	Slc9a3r2	43	171	160	116	106	168	102	139	188	102	12	273	112	300	20	199
ENSMUSG00000002524	Puf60	188	1094	1149	720	567	1022	641	978	1112	639	101	1614	555	1648	168	1159
ENSMUSG00000002546	Golga2	153	832	744.001	566	483.001	688.001	559	718	912	488.001	127	1305	491.999	1434	94	909.999
ENSMUSG00000002550	Uck1	56	338.999	361	235.001	165	203	246	282.443	404	199.001	50	519.999	224.999	486	62	304.001
ENSMUSG00000002565	Scin	1	8	2	1	0	2	0	4	0	0	0	2	2	2	0	2
ENSMUSG00000002578	Ikzf4	44	93	128	100.999	66	90	130	77	63	91.999	5	103.999	107	115.001	17	57
ENSMUSG00000002580	Mien1	58	286	230	148	122	301	167	198	351	130	26	387	146	324	62	288
ENSMUSG00000002588	Pon1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000002602	Axl	103	377	426.999	302	223	427	302	340	527	244	42	635	280	619	59	404
ENSMUSG00000002603	Tgfb1	6	6	11	12	12	11	18	16	8	8	0	13	20	26	2	5
ENSMUSG00000002608	Ccdc97	65.999	176	154	155	167	123	161.999	147	94	123	22	186.999	226.999	216	47	112
ENSMUSG00000002617	Zfp40	96	342	535.001	302.001	225	379	279	421	502	305	37	396	284.999	409	109	270
ENSMUSG00000002625	Akap8l	155	740	710	475	363	601	650	629	796	442	105	1182	531	1240	145	790
ENSMUSG00000002633	Shh	6	4	5	1	11	18	14	12	21	22	0	17	7	24	1	9
ENSMUSG00000002635	Pdcd2l	21	113	91	67	41	125	65	84	109	78	4	114	55	148	18	100
ENSMUSG00000002658	Gtf2f1	49	309	298	173	160	295	184	273	379	197	28	503	133	604	59	405
ENSMUSG00000002660	Clpp	59	296	235	179	131	283	116	211	289	162	34	352	165	476	32	251
ENSMUSG00000002661	Alkbh7	18	105	77	68	25	49	64	86	99	45	1	134	52	113	12	86
ENSMUSG00000002664	Pspn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000002668	Dennd1c	2	5	1	5	4	0	10	9	3	0	0	9	10	16	1	2
ENSMUSG00000002679	Med6	39	146	217	138	86	144	97	133	177	73	10	197	102	193	36	111
ENSMUSG00000002688	Prkd1	18	136	130	120	102	132	147	111	195	83	15	225	107	149	16	113
ENSMUSG00000002699	Lcp2	7	25	23.999	24	17	25	39	36	31	27	6	49	21	38	2	34
ENSMUSG00000002718	Cse1l	119	572	633	475	353	593	409.999	486	750	461	75	851	392.001	871.999	187	556.001
ENSMUSG00000002728	Naa20	90	304.214	468.849	296.966	169.306	397.953	193.788	378.886	424.732	195.999	49	466.981	200.901	476.952	123.874	314.931
ENSMUSG00000002731	Prkra	18	101	117	89	81	76	41	110	140	93	20	159	47	219	39	119
ENSMUSG00000002732	Fkbp7	5	23	19	17	5	15	6	17	43	3	0	13.001	10	15	2	17
ENSMUSG00000002733	Plekha3	85	302	426	241	197	274	232	276	402	192	49	528	202	488	55	308
ENSMUSG00000002741	Ykt6	88	453	484	336	252	418	323	498	559	294	73	779	270	759	106	545
ENSMUSG00000002748	Baz1b	436	1587.001	1822	1280.001	1061	1675	1390	1634	1987	1237	273.999	2267.999	1248	2698	305	1523.001
ENSMUSG00000002763	Pex6	132	503	584	286	252	520	313	341	660	362	68	759	297	777	80	611
ENSMUSG00000002767	Mrpl2	29	228	191.999	123	121	211	96	205	202	111	32	295	101	331	33	218
ENSMUSG00000002768	Mea1	45	272	289	122	116	227	127	217	302	136	32	298	111	506	51.295	242
ENSMUSG00000002769	Gnmt	1	2	3	0	0	0	0	1	0	0	0	4	0	0	1	0
ENSMUSG00000002771	Grin2d	22	36	28	34	38	29	38	13	35	61	7	48	45	58	17	25
ENSMUSG00000002778	Kdelr1	67	282.001	272	170	148	302	203	304	304	121	25	378	196	373.001	51	298
ENSMUSG00000002781	Tmem143	35	195	164.001	112	85	128.999	121	114	208	90	17	218.001	111	202.999	35	166.999
ENSMUSG00000002791	Pdxk-ps	0	1	1	0	1	0	0	0	1	0	1	1	0	3	0	5
ENSMUSG00000002797	Ggct	18	107	141	93	60	121.999	79	94	176	94	10	181	58	195	35	130
ENSMUSG00000002799	Jag2	52	270	235	226	147	256	195	235	271	174	33	376	191	527	27	274
ENSMUSG00000002803	Btbd6	85	380	366	264	149	356	229	346	348	223	29	559	240	518	52	384
ENSMUSG00000002804	Nudt14	3	25	24	8	7	41	16	37	32	21	3	23	14	41	1	30
ENSMUSG00000002808	Epdr1	218	810	1021	753	482	1006	644	943	1140	563	172	1338	571	1312	227	931
ENSMUSG00000002812	Flii	113	475.001	475	335	235	482	317	378	547	374.001	80	765	289	959	78	521
ENSMUSG00000002814	Top3a	16	78	76.999	66	46	82.999	45	70	102	87	17	123	41	180	16	78
ENSMUSG00000002820	Atg4d	38	169	180	121	118	198	131	124	198	71	9.888	287	105	252	48.574	175
ENSMUSG00000002825	Qtrt1	23	41	70	25	27	57	43	75	59	21	1	67	54	78	5	56
ENSMUSG00000002831	Plin4	33	138	134	61	41	138	97	86	55	44	6	72	44	121	16	17
