gene_id	gene_name	Sham_oxy_1	Sham_oxy_2	Sham_oxy_3	Sham_oxy_4	Sham_Sal_1	Sham_Sal_2	Sham_Sal_3	Sham_Sal_4	SNI_oxy_1	SNI_oxy_2	SNI_oxy_3	SNI_oxy_4	SNI_Sal_1	SNI_Sal_2	SNI_Sal_3	SNI_Sal_4
ENSMUSG00000001383	Zmat2	73	337	340	631	407	1091	1117	876	687	651	689	401	791	90	244	135
ENSMUSG00000001403	Ube2c	0	4	2	0	0	0	3	6	3	2	0	2	0	0	1	1
ENSMUSG00000001415	Smg5	196.999	751	588	1066.001	474	1870	1492	1219.001	1101	1267.001	1132.001	837.999	1569.001	132	718.001	172.999
ENSMUSG00000001416	Cct3	190	759.999	595.001	1180.001	760.001	1853	1904	1375.999	1177	1229.001	1144	758	1305	149.999	703	198.999
ENSMUSG00000001418	Glmp	62.001	120.001	98	186.001	132.999	334	328	182.001	228.999	208	202.001	111	219	16	142	33
ENSMUSG00000001419	Mef2d	514	1202.001	750	956	816	1188.999	1250	1161	1111.999	1016.001	848.001	1132	1060.001	131.95	1347	263.135
ENSMUSG00000001420	Tmem79	2	0	4	0	0	4	3	3	4	11	3	2	7	0	1	0
ENSMUSG00000001424	Snd1	198	721.999	520	914	671	1598.001	1685	1166	1033	1198.001	973	645	1127	98	714.001	150
ENSMUSG00000001435	Col18a1	7	26	23	37	39	44	73	37	43	48	27	35	31	3	18	5
ENSMUSG00000001436	Slc19a1	16	75	46	75	83	156	167.999	120.001	109	105.999	89	94	78	16	91	20
ENSMUSG00000001440	Kpnb1	471	1727	1275	2181	1692	3391	3351	2368	2118	2626	2476	1531	2463.999	296	1527	334.981
ENSMUSG00000001441	Npepps	334.999	1070.001	718.999	1201	767.001	1465.001	1415	1012	1131.999	1188	1059	961.998	1252	121	1008.999	226
ENSMUSG00000001444	Tbx21	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000001445	Mrpl10	85	295	186	323	204	530	626	385	410	396	462	218	381	48	241	41
ENSMUSG00000001467	Cyp51	113	352	306.999	587	341.001	668	782	452	469	550	504	346	630	70	295	103
ENSMUSG00000001472	Tcf25	741	2034	1596	3415	2090	5269	5725	3710	3047	3644	3564	2043	4167	410	2040	597
ENSMUSG00000001473	Tubb6	0	3	2	1	4	5	0	22	2	7	6	3	3	2	1	4
ENSMUSG00000001482	Def8	98	333	279.001	369	193.001	556	632	435	396	440.001	380	270	572	56	306.999	84
ENSMUSG00000001493	Meox1	0	0	1	0	7	5	4	7	1	4	2	4	4	11	2	0
ENSMUSG00000001494	Sost	0	0	2	0	0	0	0	0	0	0	0	0	7	0	2	0
ENSMUSG00000001496	Nkx2-1	3	21	23	11	25	20	38	4	14	27	9	16	23	1	18	4
ENSMUSG00000001497	Pax9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001504	Irx2	1	0	1	12	3	1	11	3	2	5	0	0	0	0	0	0
ENSMUSG00000001506	Col1a1	15	17	18	20	13	16	30	43	24	15	18	49	15	2	20	7
ENSMUSG00000001507	Itga3	35	64	72	121	89	167	232	100	84	109	113	39	151	20	75	21
ENSMUSG00000001508	Sgca	0	0	0	0	2	1	0	0	0	2	0	0	0	0	1	0
ENSMUSG00000001510	Dlx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001517	Foxm1	2.181	8	4	6	8	9	6	3.033	8	13	4	22	9	0	12.173	3
ENSMUSG00000001518	Itfg2	28	124.001	68	177	89	227.001	336	156	149	168	133	120	225	26	117.999	19
ENSMUSG00000001520	Nrip2	38	98	96.001	117.999	143	222	364.001	123	144	165.001	120	58.999	169	7	76	23
ENSMUSG00000001521	Tulp3	62.999	103	85	134	76	141	178	112	133	111	78	134	94	11	176	35
ENSMUSG00000001524	Gtf2h4	25	52	51	103	72	155	165	114.999	108	106.999	105	45	100	8	67.001	31
ENSMUSG00000001525	Tubb5	645	1891	1634	2886.999	1662.001	4391	4412.001	2995	2780.999	2870.001	2806.999	1724	3308	360	1777.365	683.999
ENSMUSG00000001542	Ell2	48	191	125	162	98	339	249	158	174	231	281	165	294	25	190	25
ENSMUSG00000001552	Jup	130	334.001	270	415	218	684.001	694	586.001	518.001	392	484	448.001	460	54.999	439.001	80
ENSMUSG00000001555	Fkbp10	24	25	31	45	21	70	77	52	59	80.999	44	35	59	2	25	14
ENSMUSG00000001558	Klhl10	0	12	0	3	5	6	1	5	2	0	0	2	8	0	0	3
ENSMUSG00000001566	Mnx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001569	Nom1	79	246	176	302	223	505	526	384	268	298	313	210	401	38	238	52
ENSMUSG00000001576	Ergic1	249	602	419.999	651	590	1156.001	1088	757	833	831.001	742	555	1069	106	523	161.999
ENSMUSG00000001583	Tnk1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
ENSMUSG00000001588	Acap1	0	0	0	0	0	2	5	0	1	0	0	0	0	0	0	0
ENSMUSG00000001604	Tcea3	0	1	0	0	3	2	2	0	0	2	6	3	3	0	0	0
ENSMUSG00000001622	Csn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001627	Ifrd1	46.999	161	138	236	138	355.001	330.999	278	243.999	275	220	188	295	15.906	151.999	56.989
ENSMUSG00000001630	Stk38l	86	257	191	365.977	187	485.929	369	290.974	310	328	393	241.965	335.95	47	195.977	66
ENSMUSG00000001632	Brpf1	68.999	210	187.001	286	228	447.999	446	291	295	344.999	305.001	251	369	37	244	61
ENSMUSG00000001642	Akr1b3	75	307.911	198.979	284.909	192.889	528.346	596.443	371.662	422.811	306.869	319.936	252.915	504.892	56.226	252.583	114.934
ENSMUSG00000001655	Hoxc13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000001656	Hoxc11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001657	Hoxc8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001661	Hoxc6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001663	Gstt1	12	42	31	47	35	64	94	48	60	79	44	18	45	8	19	8
ENSMUSG00000001665	Gstt3	2	13	8	40	26	36	43	24	26	28	35	10	13	5	17	0
ENSMUSG00000001666	Ddt	27	51	58	143	54	169	142	131	126	93	149	78	123	14	62	20.952
ENSMUSG00000001670	Tat	0	0	0	1	2	0	2	0	2	1	0	0	0	0	0	1
ENSMUSG00000001672	Marveld3	0	5	0	6	5	11	4	6	3	2	0	13	1	0	4	0
ENSMUSG00000001674	Ddx18	44.733	152.321	124.132	171.689	82.51	219.755	281.601	192.504	174.678	168.313	123.092	135.7	203.993	22	116.187	30.961
ENSMUSG00000001687	Ubl3	476.001	1561.999	1006	1786	950.999	3145	2425.998	2019	1928	2190.999	1904	1270	2165	303	1378.001	291.001
ENSMUSG00000001700	Gramd3	25	94	80	160	133	221	208	132	124	87	131	127	157	11	98	29
ENSMUSG00000001707	Eef1e1	38	121	102	121	136	197	187	130	133	161	155	70	164	6	86	34
ENSMUSG00000001729	Akt1	191	749.001	559.999	860	706	1807	1764	1147	1007.999	1346.001	1258.001	723	1295	128.433	801.001	188
ENSMUSG00000001739	Cldn15	8	3	0	1	0	1	2	7	3	2	0	2	2	0	0	0
ENSMUSG00000001741	Il16	8	23.001	12.999	36.999	16	65.001	68	34	41	48.999	58	24	34	8.879	23	1
ENSMUSG00000001750	Tcirg1	21	55	39	57	83	147	161	120.001	98.001	83	92.999	56.001	155.999	26	81	12
ENSMUSG00000001751	Naglu	20	52	52	66	32	102	150	123	75	107	76	45	105	13	46	8
ENSMUSG00000001755	Coasy	25	93	83	132	108.001	202	275	139	132.999	172	160	124	179.001	22	80	38
ENSMUSG00000001761	Smo	22	94	48	162	108	221	297	120	143	125	134	85	82	32	84	14
ENSMUSG00000001763	Tspan33	22	56	50	101.001	81	125	208	52	99	102	102	74	55	6	65	10
ENSMUSG00000001767	Crnkl1	44	218	176	287	153	408	383	345	266	364	293	202	225	38	151	56
ENSMUSG00000001768	Rin2	52	214	187	278	167	400	538	300	255	300	387	203	334	43	204	58
ENSMUSG00000001773	Folh1	29	83	64	89	49	145	208	84	89	136	141	68	113	7	78	25
ENSMUSG00000001774	Chordc1	106	279	220	360	258	629	520	329	383	463	450	280	596	62	256	92
ENSMUSG00000001783	Rtcb	152	702	634	949	645	1581	1665	1110	1095	1120	1015	618	1219	105	531	187
ENSMUSG00000001785	Pwp1	50	190	152	256	191	401	423	308	253	301	340	184	290	35	160	53
ENSMUSG00000001786	Fbxo7	65	322	184.001	387	309	443	538	273.999	329.001	378	356	278.999	377.999	78.762	288	107
ENSMUSG00000001794	Capns1	117	311	239	499.001	363.999	845	1157	494	578	582	686	279	621.001	67.001	259.999	102
ENSMUSG00000001802	Lrp3	154	368.999	264	480.001	367	797	882	534	454	504	411	349	499	69.124	396	80
ENSMUSG00000001804	Dsg4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001815	Evx2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001819	Hoxd13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001823	Hoxd12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001827	Folr1	2	0	1	1	0	4	11	0	2	6	0	0	5	0	2	0
ENSMUSG00000001829	Clpb	113.999	420.999	274	420	320.001	666	621	486.999	465.001	529	558	368	640	70	337.001	71.001
ENSMUSG00000001833	Sept7	474	1782	1429	2650	1474	3746	3546	2125	1970	2442	2827	1577	3022	403	1451	703
ENSMUSG00000001844	Zdhhc4	42	116.999	78	161.001	98.999	220	272.999	170.001	196	158.999	164.001	108.001	152	32	103.001	30
ENSMUSG00000001847	Rac1	583.999	1716	1283.999	2113.001	1542.001	3178	3389.001	2127	2043.001	2060.999	2098	1603.999	2479	247.877	1575	425.679
ENSMUSG00000001855	Nup214	179	378	257	352	320	469.001	617.001	332	402.999	377	398	405.999	456.001	28.866	452	79
ENSMUSG00000001864	Aif1l	32	66	59	97	66	174	158	93	112	87	117	83	97.999	19	53	25
ENSMUSG00000001865	Cpa3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001870	Ltbp1	11	39	34	56	55	89	101	72	47	64.001	44	45	60	11	49	12
ENSMUSG00000001891	Ugp2	212	515.001	396	786	406.999	1166	1052	707	691	833	737	539	876	92	551.999	217
ENSMUSG00000001901	Kcnh6	3	4	16	16	14	24	39	33	18	13	6	15	26	2	16	2
ENSMUSG00000001909	Trmt1	82	290.001	228.999	434	243	546	609	440.999	450.001	441.001	382.001	332.999	404	74	290	69
ENSMUSG00000001910	Nacc1	171	500	344.689	550.931	341	1041.826	1064.884	661.908	689.97	727.968	679	527.867	791	90	560.178	137
ENSMUSG00000001911	Nfix	168.217	313	231	210	269.778	198	395	175.999	303.001	232.999	211.001	322	199	32	461.999	88
ENSMUSG00000001918	Slc1a5	3	8	8	10	15	28	32	39	17	15	18	25	15	3	13	0
ENSMUSG00000001924	Uba1	603.999	2094	1284	2848	1815	4246	4351	3042.999	2738	3164	3245	1794.001	3327.001	325	1868	430
ENSMUSG00000001930	Vwf	60.999	131	119	164	131	208	261	205	193.001	200	202	361	141	7	152	19
ENSMUSG00000001942	Siae	23	167	124	206	93	233	283	177	152	194	197	158	142	17	109	35
ENSMUSG00000001943	Vsig2	3	8	3	8	1	5	10	4	5	0	0	4	0	3	9	0
ENSMUSG00000001946	Esam	19	70	35	80	60	147.001	144	120	99	79	63	82.999	120	8	82	9
ENSMUSG00000001948	Spa17	2	9	8	8	19	28	29	8	27	10	19	9	14	0	10	0
ENSMUSG00000001962	Fam50a	19	62	60	108	88	182	227	112	113	72	64	86	94	15	66	20
ENSMUSG00000001964	Emd	35	111.754	72	122	85	254.113	313	234.534	164.095	165	116	75.1	221.05	25	88.144	28.059
ENSMUSG00000001983	Taco1	8	39	29	43	49	87	99	61	90	76	68	49	52	11	36	8
ENSMUSG00000001985	Grik3	168	821	538	620	599	1089	1179	811	745	806	773	694	921	150	1007	82
ENSMUSG00000001986	Gria3	668.285	2124.999	1364	2460.999	1262.999	3033	2447.998	2195.001	2114.999	2587.999	1986.001	2259.001	2562	445.999	2427	434.999
ENSMUSG00000001988	Npas1	1	3	6	18	7	2	21	6	4	0	7	0	10	1	11	2
ENSMUSG00000001995	Sipa1l2	114	315	216	332	219	693	578	339	436	407	299	256	539	38	307	79
ENSMUSG00000001998	Ap4e1	81	237.001	136	245.999	209	307.999	355	269	223.999	234	184.001	213	233	25	212	34
ENSMUSG00000001999	Blvra	12	62	50	124	65	150	166	75	95	104	117	94.999	77	7	70	39
ENSMUSG00000002006	Pdzd4	238	1116	811	1433	1070	2218	2504	1664	1513	1613	1436	959	1959	156.416	911	176.544
ENSMUSG00000002007	Srpk3	15	33	22	60	38	35.999	49	44	28	21	31	61	21	1	37	15.999
ENSMUSG00000002010	Idh3g	156.999	485	389.001	717.001	458	1192	1211.001	836.999	883	859.999	714	498.999	991.999	79.999	450.999	165.999
ENSMUSG00000002012	Pnck	147.998	562	511	661	775	1103	2034	755.999	801.001	851	787	369	723	106	413	175.001
ENSMUSG00000002014	Ssr4	70	181.999	140	277.999	157.001	382	402	323.001	272	326	293	187	289.002	35	157	72
ENSMUSG00000002015	Bcap31	74	234	187	307	252	437	529	328	325	373	338	201	309	46	210	60
ENSMUSG00000002017	Fam98a	49	106	104	154	94	241.999	247.999	165	142	148	171	126.001	191	20	133.001	31
ENSMUSG00000002020	Ltbp2	1	5	2	0	4	14	22	4	7	7	7	5	12	0	3	1
ENSMUSG00000002028	Kmt2a	926	2776	1632	2084	2333	2123.001	2758	1858	2346	2270	1556	2893	2069	207	2923.001	507
ENSMUSG00000002031	Ift46	51.001	150	154.001	169	196.001	297	363	183.002	262.999	252	249	186.001	214	15.999	157.001	50.001
ENSMUSG00000002032	Tmem25	44	86	84	187	96	204	239	140	136	137	162	69	153	17	101	23
ENSMUSG00000002033	Cd3g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002043	Trappc6a	9	45	37	47	26	78	67	61	59	76	58	41.001	41	10	24	7
ENSMUSG00000002052	Supt6	385	1433	898	1403	1162	2729	2962	1914	1637	1881	1909	1407	2161	220.104	1246	324.084
ENSMUSG00000002055	Spag5	20	13	19	45.999	27	32	55	18	23	26	15	23	46	1	17	15
ENSMUSG00000002057	Foxn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002058	Unc119	17	50	44	80	46	117	223	82	64.999	86	127	42	99	11	50	19
ENSMUSG00000002059	Rab34	24	147	103	189.999	110	356	369	234	237	260	166	168.999	215	15	144	34
ENSMUSG00000002064	Sdf2	62	172	136	306	211	333.001	368	290	309	327	265	157	321	36.896	141	63.916
ENSMUSG00000002068	Ccne1	21	27	48	113	24	73	111	45	37	39	52	35	46	2	39	20
ENSMUSG00000002076	Hsf2bp	0	2	2	0	0	5	0	0	9	2	1	0	0	0	4	0
ENSMUSG00000002083	Bbc3	5	17	24	43	23	64	78	44	42	33	30	45	45	8	23	5
ENSMUSG00000002100	Mybpc3	0	1	1	1	2	8	3	4	3	6	4	1	9	0	2	0
ENSMUSG00000002102	Psmc3	116	519	454.001	912	443	1345.001	1287.001	1021.999	913.002	944	926.001	483	942	120	432	245
ENSMUSG00000002103	Acp2	176	602	447	707	494.999	1034	1154	770	718	860	752	492	980	135.529	527	173.659
ENSMUSG00000002104	Rapsn	2	7	3	9	2	14	2	15	10	10	7	0	14	0	4	1
ENSMUSG00000002105	Slc39a13	42	99.001	63	94	93.999	177	226	92.998	99.001	134	143	81.001	237.001	25	93	29
ENSMUSG00000002107	Celf2	2165.001	6042.999	3272.998	4749.999	3341.999	4149	3507	3149.999	4682.002	6394.998	4585.001	6270	5394.001	541.001	6292.309	1069
ENSMUSG00000002108	Nr1h3	2	13	10	25	12	40	42	36	19	21	27	10	21	2	12	5
ENSMUSG00000002109	Ddb2	21	84.001	74	171	99	162	163	89	122.001	135	78.999	111	94	11.471	103.001	20.341
ENSMUSG00000002111	Spi1	5	13	9	24	18	25	25	13	21	12	37	9	13	1	16	5
ENSMUSG00000002129	Sf3a1	148	452	331	535	358	932	1095	598	674	506	410	463	579.999	68	487.999	109
ENSMUSG00000002147	Stat6	15	45	33	80	25	98	86	80	41.999	52	57	60	70	18	43	15
ENSMUSG00000002190	Clgn	29	45	31	54	30	120	85	33	63	81	88	55	78	12	59	15
ENSMUSG00000002204	Napsa	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000002205	Vrk3	44	115.999	78	124	85.001	236.001	172	147	173	141.001	148	126	199	13	114	26
ENSMUSG00000002210	Smg9	58	156	120	187	128	241	258	204	209	211	164	140	186	39	177.001	29.999
ENSMUSG00000002221	Paxip1	91.999	328	188	382.001	313	464.001	606.999	451.999	391.578	446	539.001	348.999	428	38	311.537	72
ENSMUSG00000002222	Rmnd5a	426	1697.999	1144.001	2053	1154.001	3280.999	2437.999	1900	1844.001	2385	1966	1799	2661.001	312	1444	267
ENSMUSG00000002227	Mov10	26	101	49	55	64	89	125	57	85	59	63	83	67	14	95	15
ENSMUSG00000002228	Ppm1j	0	1	1	4	4	5	1	9	4	1	3	0	3	0	1	1
ENSMUSG00000002233	Rhoc	10	35	32	49	46	95	78	68	54	24	30	34.999	48	15	17	8
ENSMUSG00000002240	Prr27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002249	Tead3	2	12	10	7	16	19	16	18	6	8	10	12	9	4	10	1
ENSMUSG00000002250	Ppard	26	35.001	26	41	22	37	56	32	33	31.001	25	59	35	10	72	6
ENSMUSG00000002257	Def6	1	9	7	6	14	11	28	3	6	3	1	9	13	0	8	3
ENSMUSG00000002265	Peg3	1500	6450	4801	6951	6912	10247.001	16235	6213	6527	7712	7303	4650	7742	984	4651	973
ENSMUSG00000002266	Zim1	7	41	51	17	88	32	124	13	26	40	27	18	39	0	28	11
ENSMUSG00000002274	Metrn	42	175	103	295	235	407	309	230	280	288	216	130	264	6.158	130	16.957
ENSMUSG00000002279	Lmf1	89	173	130	235.999	192	240.001	278.999	215.001	202.999	222.999	156.999	254.001	166	22	209	27.999
ENSMUSG00000002280	Narfl	28	146	124	217.999	118	327	315	251	238.999	256.001	267	141	234	30.3	129.001	69.227
ENSMUSG00000002289	Angptl4	3	16	20	30	13	19	45	31	21	21	20	16	22	6	15	3
ENSMUSG00000002297	Dbf4	6	6	16	18	7	23.001	34	8	20	18	17	20	7	0	6	3
ENSMUSG00000002307	Daxx	34	137	87	200	107	259	309	231	198.001	184.001	162	96	222	27	101	20
ENSMUSG00000002308	Cd320	25	87.999	40	97	66	137.999	144	99	97	151	118.001	108	120	4	97	20
ENSMUSG00000002319	Ipo4	156.636	478.946	385.227	612.001	438.861	830.503	1092.188	674.999	615.059	602.508	555.184	441.534	514	61.46	467.415	94.999
ENSMUSG00000002320	Tm9sf1	72.364	176.053	132.773	264.001	182.139	446.497	455.811	242	307.941	262.493	274.816	187.464	343.001	22.54	154.585	29
ENSMUSG00000002324	Rec8	19	87	49	44	24	103	95	79	59	71	54	50	74	14	48	6
ENSMUSG00000002325	Irf9	19	47	49.999	80	57	157	155.001	115.001	85	80	79	53	55	16	68.21	18.001
ENSMUSG00000002326	Gmpr2	31	72	48	85	38	134	188	140	100	70	88	61	109	12	103	28
ENSMUSG00000002329	Mdp1	43	146	128	234	114	362	349	263	283	272	213	165	244	36	158	48
ENSMUSG00000002332	Dhrs1	69	238	145	334	165	486.001	487	367	326.001	351.999	348	210.999	288	30	220.999	108
ENSMUSG00000002341	Ncan	650	1862	1035	1994	1053	2858	2398	2294	1936	1807	1746	1778	2149	245	2208	327
ENSMUSG00000002342	Tmem161a	37	115	98.001	204.001	95.001	271	283	185	194.001	201	182	116	277	15	96.999	35.001
ENSMUSG00000002343	Armc6	33	139.999	91	122.999	96	203.001	262	185	151.001	143	160	97	156	13	77	36
ENSMUSG00000002345	2310045N01Rik	29	81.001	65	110	73.001	173	252.001	113	122.999	136	134.001	59	144	9	75	26
ENSMUSG00000002346	Slc25a42	58	201	115	107	136	104	161	83	132.999	138	129	170.999	112	13	199	29
ENSMUSG00000002365	Snx9	20	79	60	101	92	153	129	91	103	118	99	66	139	19	65	20
ENSMUSG00000002372	Ranbp3	130	418	296	538	347	815	1018	574	626	666	598	358	702	57	359	108
ENSMUSG00000002379	Ndufa11	70	210	166	375	219	406.938	526	356	430	373	339	207	309	41	227.977	95
ENSMUSG00000002384	Bmp8b	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	1
ENSMUSG00000002393	Nr2f6	47	148	96	211	121	318	365	211	203	217	189	132	276	27.653	134	33.503
ENSMUSG00000002395	Use1	54.001	263.001	211	415	311	556	713	394.001	438.001	439.001	417.999	265.999	456.001	33	243	94.999
ENSMUSG00000002396	Ocel1	36	121	84	187	99	248	243	204	174	191.999	157	124	182	28.347	126	25.497
ENSMUSG00000002409	Dyrk1b	73	174	127	184	170	246	267	218	188	176	169	191	164	27	219	28
ENSMUSG00000002413	Braf	830	2553	1546	2660	1707	3540	3012.999	2427	2432.001	3349.001	2647	2532	3510	370.561	2395	543
ENSMUSG00000002416	Ndufb2	120.999	343.999	204	496	300	700.978	594	458	476.999	443	479	320.999	578.001	56.438	317.806	139.224
ENSMUSG00000002428	Hltf	89	284	264	448	300	656	571	397	412	514.001	446	387.001	436.999	72	272	120
ENSMUSG00000002455	Prpf6	114	466	355	464	377	826	1111	592	546	576	674	450	805	54	365	125
ENSMUSG00000002458	Rgs19	24.001	56	48	71	56.001	103	142	67.001	86	94	108.001	46	93	5	70	18
ENSMUSG00000002459	Rgs20	81.001	146.999	104.999	127.999	155	276.001	232.999	190	161.999	223.001	170	178	208.999	25	173.001	33
ENSMUSG00000002475	Abhd3	76	265.001	222	330	249	638	623	302	290	453	370	187	398	43	201	81
ENSMUSG00000002477	Snrpd1	45	127	111	217	139	313	297	276	247	169	179	133	212	31	75	44
ENSMUSG00000002486	Tchp	21	52	47	76	49	139	130	78	66	55	63	56	92	5	47	13
ENSMUSG00000002489	Tiam1	668	1529	1187	2038	1155	3594	2992	2233.001	2173.001	1974	1528.999	1528	2681	249.001	1391.001	450
ENSMUSG00000002496	Tsc2	273	811	575	988	691	1515	1671	1124	1158	912	778	880	1084	165.358	1042	194.316
ENSMUSG00000002500	Rpl3l	0	1	2	0	0	4	0	0	2	2	0	0	0	0	1	1
ENSMUSG00000002504	Slc9a3r2	43	116	106	139	102	273	300	199	171	160	168	102	188	12	112	20
ENSMUSG00000002524	Puf60	188	720	567	978	639	1614	1648	1159	1094	1149	1022	641	1112	101	555	168
ENSMUSG00000002546	Golga2	152.999	565.999	483.001	717.999	488	1305	1434	910	831.999	743.999	688	559	912	126.999	491.999	94
ENSMUSG00000002550	Uck1	56	235	165	282.441	199	520	486	303.999	339.001	360.999	203	246	404	50	225.001	62
ENSMUSG00000002565	Scin	1	1	0	4	0	2	2	2	8	2	2	0	0	0	2	0
ENSMUSG00000002578	Ikzf4	44	101	65.999	77	92.001	104	114.999	57	93	128	89.999	130	63	5	107	17
ENSMUSG00000002580	Mien1	58	148	122	198	130	387	324	288	286	230	301	167	351	26	146	62
ENSMUSG00000002588	Pon1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000002602	Axl	103	302	223	340	243.999	635	619	404	377	427	427	302	527	42	280	59
ENSMUSG00000002603	Tgfb1	6	12	12	16	8	13	26	5	6	11	11	18	8	0	20	2
ENSMUSG00000002608	Ccdc97	66	154.999	167	147	123	187	216	112	176	154	123	161.999	94	22	227	47
ENSMUSG00000002617	Zfp40	96	302	225	421	305	396	409	270	342	535	379	279	502.001	37	285	109
ENSMUSG00000002625	Akap8l	155	475	363	629	442	1182	1239	790	740	710	601	650	796	105	531	145
ENSMUSG00000002633	Shh	6	1	11	12	22	17	24	9	4	5	18	14	21	0	7	1
ENSMUSG00000002635	Pdcd2l	21	67	41	84	78	114	148	100	113	91	125	65	109	4	55	18
ENSMUSG00000002658	Gtf2f1	49	173	160	273	197	503	604	405	309	298	295	184	379	28	133	59
ENSMUSG00000002660	Clpp	59	179	131	211	162	352	476	251	296	235	283	116	289	34	165	32
ENSMUSG00000002661	Alkbh7	18	68	25	86	45	134	113	86	105	77	49	64	99	1	52	12
ENSMUSG00000002664	Pspn	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000002668	Dennd1c	2	5	4	9	0	9	16	2	5	1	0	10	3	0	10	1
ENSMUSG00000002679	Med6	39	138.001	86	133	73	197	193	111	146	217	144	97	177	10	102	36
ENSMUSG00000002688	Prkd1	18	120	102	111	83	225	149	113	136	130	132	147	195	15	107	16
ENSMUSG00000002699	Lcp2	7	24	17	36	27	49	38	34	25	24	25	39	31	6	21	2
ENSMUSG00000002718	Cse1l	119	474.999	352.999	486	461.001	851.001	872	556	572	633.001	593	410	750	75	392.001	187
ENSMUSG00000002728	Naa20	90	296.967	169.283	378.885	196.001	466.981	476.952	314.932	304.215	468.85	397.952	193.788	424.732	49	200.901	123.874
ENSMUSG00000002731	Prkra	18	89	81	110	93	159	219	119	101	117	76	41	140	20	47	39
ENSMUSG00000002732	Fkbp7	5	17	5	17	3	13.001	15	17	23	19	15	6	43	0	10	2
ENSMUSG00000002733	Plekha3	85	241	197	276	192	528	488	308	302	426	274	232	402	49	202	55
ENSMUSG00000002741	Ykt6	88	336	252	498	294	779	759	545	453	484	418	323	559	73	270	106
ENSMUSG00000002748	Baz1b	436	1280.001	1060.999	1634	1237	2268.001	2698.001	1522.999	1587	1822	1675	1390	1986.999	274	1247.999	305.001
ENSMUSG00000002763	Pex6	132	286	252	341	362	759	777	611	503	584	520	313	660	68	297	80
ENSMUSG00000002767	Mrpl2	29	123	121	204.999	111	295	331	218	228	191.999	211	96	202	32	101	33
ENSMUSG00000002768	Mea1	45	122	116	217	136	298	506	242	272	289	227	127	302	32	111	51.299
ENSMUSG00000002769	Gnmt	1	0	0	1	0	4	0	0	2	3	0	0	0	0	0	1
ENSMUSG00000002771	Grin2d	22	34	38	13	61	48	58	25	36	28	29	38	35	7	45	17
ENSMUSG00000002778	Kdelr1	67	170	148	304	120.999	377.999	373	298	282	271.999	302	203	304	25	196	51
ENSMUSG00000002781	Tmem143	35	112	84.999	114	89.999	218.001	202.999	167	195	164	129	120.999	208	17	110.999	35
ENSMUSG00000002791	Pdxk-ps	0	0	1	0	0	1	3	5	1	1	0	0	1	1	0	0
ENSMUSG00000002797	Ggct	18	92.999	60	94	94.001	181	195	130	107	141	122	79	175.999	10	58	35
ENSMUSG00000002799	Jag2	52	226	147	235	174	376	527	274	270	235	256	195	271	33	191	27
ENSMUSG00000002803	Btbd6	85	264	149	346	223	559	518	384	380	366	356	229	348	29	240	52
ENSMUSG00000002804	Nudt14	3	8	7	37	21	23	41	30	25	24	41	16	32	3	14	1
ENSMUSG00000002808	Epdr1	218	753	482	943	563	1338	1312	931	810	1021	1006	644	1140	172	571	227
ENSMUSG00000002812	Flii	113	335	235	378	374	765	959	521	474.999	475	482	317	547	80	289.001	78
ENSMUSG00000002814	Top3a	16	66	45.999	70	87	123	180	78	78	77	83	45	102	17	41	16
ENSMUSG00000002820	Atg4d	38	121	118	124	71	287	252	175	169	180	198	131	198	9.713	105	48.547
ENSMUSG00000002825	Qtrt1	23	25	27	75	21	67	78	56	41	70	57	43	59	1	54	5
ENSMUSG00000002831	Plin4	33	61	41	86	44	72	121	17	138	134	138	97	55	6	44	16
