task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
374	bc/0a24e1	15611610	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:36:18.166	1m 39s	1m 7s	72.6%	45.7 MB	745.8 MB	2 GB	1.3 KB
382	50/544064	15611628	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:37:38.383	24.2s	4s	65.4%	7.8 MB	18.5 MB	156 MB	156 MB
369	fe/54a0d9	15611611	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:36:18.901	1m 44s	1m 11s	76.7%	227.4 MB	929.5 MB	2 GB	28.3 KB
228	64/7b463d	15611364	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:26:06.362	11m 56s	11m 39s	44.1%	435.1 MB	856 MB	25.2 GB	6.3 GB
383	1f/c386f0	15611631	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:37:47.757	19.8s	3s	63.4%	7.8 MB	18.5 MB	162.6 MB	162.5 MB
385	2c/08f94a	15611636	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:38:07.788	19.8s	14s	70.3%	36 MB	51 MB	487.7 MB	56.9 MB
384	06/dac212	15611634	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:38:05.548	22s	14s	69.0%	34.7 MB	49.7 MB	468 MB	54.7 MB
373	b8/2499dc	15611609	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:36:17.536	2m 10s	1m 43s	82.2%	882.1 MB	1.5 GB	2.1 GB	1.7 KB
251	f0/03f63f	15611433	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:29:53.301	8m 39s	8m 15s	46.4%	381.4 MB	735.4 MB	16.6 GB	1.4 GB
371	ba/42205b	15611606	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:36:15.335	2m 22s	2m 11s	84.9%	4.1 GB	4.8 GB	2 GB	180.4 KB
357	06/731899	15611575	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:35:08.599	3m 34s	3m 22s	55.9%	613.1 MB	839 MB	2.9 GB	283.6 MB
333	aa/274b30	15611542	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:33:16.543	6m 11s	5m 48s	66.2%	647.6 MB	883.7 MB	4.4 GB	293.6 MB
267	81/0ab0f5	15611516	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:31:34.914	8m 13s	6m 36s	59.4%	16.6 GB	32.9 GB	1.9 GB	1018.6 MB
349	10/a87d53	15611565	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:34:36.190	5m 36s	5m 25s	47.6%	882 MB	1.5 GB	3.6 GB	1.7 KB
389	64/9b3a78	15611650	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:39:51.853	30.7s	19s	58.0%	19.1 MB	208.4 MB	1018.1 MB	2.7 MB
392	ca/fef4af	15611652	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:39:53.164	34.4s	24s	97.8%	204 MB	791.6 MB	1.8 GB	15 MB
348	60/36f752	15611563	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:34:34.869	5m 58s	5m 49s	54.4%	8.3 GB	9 GB	3.5 GB	358.2 KB
400	8a/e0649b	15611665	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:40:29.069	8.5s	1s	34.5%	10.7 MB	22.5 MB	16.8 MB	3.5 KB
398	ec/9d81f1	15611660	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:40:26.153	21.4s	4s	55.4%	59.5 MB	760.1 MB	56.1 MB	798 B
329	4d/4133ec	15611544	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:33:19.546	7m 33s	7m 22s	75.1%	440.8 MB	856 MB	27.4 GB	8.3 GB
391	29/6f9c43	15611648	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:39:48.423	1m 9s	1m 1s	78.9%	1.7 GB	4.5 GB	1.1 GB	228.7 MB
358	12/c9b143	15611582	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:35:14.852	6m 13s	6m 2s	52.5%	375 MB	735.4 MB	13.5 GB	1.8 GB
386	15/647faa	15611649	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:39:51.109	1m 42s	1m 18s	105.2%	569.7 MB	832.1 MB	1.9 GB	266.2 MB
390	61/785856	15611651	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:39:52.244	1m 40s	1m 27s	58.7%	1.7 GB	4.5 GB	1.1 GB	224.5 MB
399	16/672189	15611661	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:40:26.854	1m 6s	45s	73.4%	169.6 MB	870.2 MB	1 GB	28.1 KB
395	c3/86ae1d	15611663	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:40:28.298	1m 4s	35s	90.8%	672.4 MB	1.4 GB	316.8 MB	40.9 MB
394	59/391952	15611662	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:40:27.291	1m 5s	37s	72.7%	101.3 MB	812.5 MB	1 GB	31.6 MB
322	d4/82c113	15611532	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:32:51.712	8m 46s	8m 33s	80.0%	504.6 MB	920 MB	58.6 GB	35.6 GB
196	9e/a0e2d3	15611282	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:22:04.809	19m 38s	17m 41s	54.2%	20.9 GB	32.9 GB	5.3 GB	2.8 GB
396	4b/8d117f	15611658	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:40:24.114	1m 23s	1m 18s	73.7%	2.6 GB	3.3 GB	1 GB	170.3 KB
401	ce/cf52f1	15611670	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:40:57.886	49.9s	3s	53.6%	7.7 MB	18.5 MB	114.4 MB	114.4 MB
393	73/e634da	15611659	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:40:25.299	1m 22s	1m 11s	82.4%	882.1 MB	1.5 GB	1.1 GB	1.7 KB
397	9f/44ed38	15611664	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:40:28.927	1m 24s	48s	73.5%	45.6 MB	745.8 MB	1 GB	1.3 KB
402	a7/468950	15611675	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:41:34.976	17.6s	2s	62.2%	7.7 MB	18.5 MB	112.3 MB	112.2 MB
410	8e/bcb830	15611686	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:41:51.746	20.8s	14s	55.2%	31.4 MB	46.3 MB	343.2 MB	42.4 MB
411	c3/672835	15611688	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:41:53.575	24.1s	12s	65.6%	35 MB	50.1 MB	336.8 MB	41.4 MB
408	4c/e66166	15611682	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:41:49.068	53.5s	46s	45.8%	22.3 MB	208.4 MB	2.8 GB	2.6 MB
409	89/1527a2	15611684	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:41:51.141	51.4s	43s	128.6%	200.8 MB	855.6 MB	3.6 GB	15 MB
412	b2/8c2b49	15611704	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:42:45.186	17.4s	0ms	44.6%	7.7 MB	19.5 MB	16.8 MB	3.5 KB
387	07/ec4289	15611654	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:39:54.665	3m 28s	3m 7s	50.5%	361.5 MB	866.2 MB	7.6 GB	306.7 MB
237	8a/894b44	15611381	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:27:09.348	17m 8s	15m 30s	53.7%	19.5 GB	32.8 GB	3.9 GB	2.1 GB
252	03/87ed2b	15611432	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:29:52.854	14m 30s	14m 1s	88.4%	4.7 GB	32.4 GB	20.3 GB	16.6 GB
419	17/c045b6	15611709	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:42:49.527	1m 43s	5s	67.5%	59.9 MB	760.1 MB	52.1 MB	797 B
232	95/6be1c4	15611365	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:26:07.135	18m 45s	18m 2s	92.9%	7.7 GB	32.6 GB	25.8 GB	21.4 GB
415	f9/13686a	15611703	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:42:44.045	2m 24s	1m 45s	67.1%	45.5 MB	745.8 MB	2.8 GB	1.3 KB
217	1c/65c552	15611332	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:24:59.898	20m 8s	18m 36s	55.0%	21 GB	32.9 GB	5.3 GB	2.8 GB
414	e6/1c905e	15611708	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:42:47.671	2m 20s	46s	83.8%	716.7 MB	2.1 GB	351.9 MB	42.1 MB
388	8e/ec919a	15611653	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (Nac_oxy_1)	COMPLETED	0	2025-09-30 23:39:53.695	5m 34s	5m 9s	91.9%	5.2 GB	32.6 GB	7.8 GB	6 GB
356	bf/b3b8ba	15611578	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:35:11.271	10m 41s	10m 24s	92.6%	5.7 GB	32.5 GB	16.1 GB	13.2 GB
215	dc/8863ec	15611319	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Nac_Sal_1)	COMPLETED	0	2025-09-30 23:24:22.872	21m 30s	19m 55s	55.2%	21.2 GB	32.8 GB	5 GB	2.6 GB
426	08/83b2f6	15611724	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:44:22.420	1m 30s	33s	136.0%	192.7 MB	807.6 MB	2.9 GB	15 MB
433	8e/e31c5b	15611728	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:45:09.492	48.1s	35s	172.7%	202.1 MB	855.6 MB	3.6 GB	15 MB
420	61/e8f7dc	15611718	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:44:19.509	1m 43s	1m 4s	28.0%	20.9 MB	208.4 MB	2.1 GB	2.4 MB
432	1f/605b28	15611730	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:45:11.723	55.9s	44s	52.0%	26.3 MB	208.4 MB	2.8 GB	3 MB
407	dc/bc5761	15611679	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:41:46.612	4m 36s	4m 27s	46.5%	2 GB	4.5 GB	3 GB	524.7 MB
406	21/103481	15611681	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:41:47.527	4m 35s	4m 23s	46.2%	2 GB	4.5 GB	3 GB	509.2 MB
423	61/ca7cdc	15611719	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:44:20.484	2m 2s	1m 47s	66.9%	1.5 GB	4.5 GB	2.1 GB	69.3 MB
441	44/b236af	15611754	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:46:06.057	21.6s	0ms	42.7%	9.6 MB	21.5 MB	16.8 MB	3.5 KB
442	20/7d6def	15611755	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:46:06.539	21.2s	0ms	44.9%	9.4 MB	21 MB	16.8 MB	3.5 KB
416	2d/9f66a9	15611710	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:42:51.177	3m 36s	1m 57s	63.0%	105.1 MB	816.2 MB	2.8 GB	44.5 MB
216	eb/7010e8	15611323	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Nac_oxy_2)	COMPLETED	0	2025-09-30 23:24:29.189	22m 8s	20m 30s	55.9%	21 GB	32.9 GB	5.6 GB	2.9 GB
320	71/fc4b6a	15611533	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:32:52.874	13m 50s	13m 19s	92.7%	5.5 GB	32.6 GB	24.4 GB	20.7 GB
437	65/423c12	15611741	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Nac_Sal_1)	COMPLETED	0	2025-09-30 23:45:54.881	52.7s	45s	48.5%	23.2 MB	208.4 MB	2.6 GB	2.8 MB
417	8d/0b2df1	15611707	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:42:46.486	4m 6s	2m 42s	71.8%	882.1 MB	1.5 GB	2.9 GB	1.7 KB
405	4e/0ae6bb	15611678	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:41:44.837	5m 28s	5m 11s	49.6%	613.4 MB	858.7 MB	3.7 GB	270.8 MB
425	2b/d729de	15611720	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:44:20.940	3m 7s	2m 27s	56.1%	1.5 GB	4.5 GB	2.1 GB	67 MB
413	4a/4d75db	15611711	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:42:52.034	4m 36s	2m 43s	48.9%	409.6 MB	1.1 GB	2.8 GB	27.9 KB
447	f1/a4540c	15611761	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:46:14.076	1m 14s	6s	51.1%	59.8 MB	760.1 MB	80.2 MB	811 B
421	0e/8577ea	15611721	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:44:21.078	3m 12s	2m 15s	80.3%	654.9 MB	929.1 MB	3 GB	261.2 MB
431	40/877e84	15611727	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:45:08.712	2m 49s	2m 39s	76.9%	2.1 GB	4.5 GB	3.1 GB	629.8 MB
445	91/c52d6e	15611757	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:46:08.846	1m 54s	1m 9s	62.4%	45.3 MB	745.8 MB	2.1 GB	1.3 KB
428	53/b189bf	15611729	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:45:09.735	2m 58s	2m 32s	80.5%	656.1 MB	977.7 MB	3.7 GB	283.4 MB
440	b7/3bbb37	15611753	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Nac_Sal_1)	COMPLETED	0	2025-09-30 23:46:04.743	2m 3s	1m 21s	76.1%	201.9 MB	855.6 MB	3.4 GB	15 MB
430	72/d58c6a	15611731	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:45:12.796	3m 5s	2m 38s	77.9%	2.1 GB	4.5 GB	3.1 GB	615.8 MB
448	8c/0e32ce	15611758	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:46:10.096	2m 8s	1m 21s	68.7%	170.3 MB	1.6 GB	2.1 GB	27.8 KB
455	24/dd4868	15611769	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:46:19.776	1m 58s	3s	92.9%	59.7 MB	760.1 MB	57.9 MB	797 B
476	a3/d09369	15611794	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Nac_Sal_1)	COMPLETED	0	2025-09-30 23:48:10.222	7.6s	1s	34.0%	7.7 MB	19.5 MB	16.8 MB	3.5 KB
439	70/cbf8b8	15611743	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (Nac_Sal_1)	COMPLETED	0	2025-09-30 23:45:55.363	2m 27s	2m 19s	75.6%	1.8 GB	4.5 GB	2.8 GB	316.8 MB
454	e1/4f2f64	15611765	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:46:16.586	2m 6s	34s	92.7%	672.2 MB	1.4 GB	276.3 MB	41.3 MB
443	4c/754bb7	15611760	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:46:13.374	2m 14s	1m 16s	73.9%	670.4 MB	1.4 GB	1.5 GB	43.7 MB
463	cb/56eb8f	15611774	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Nac_oxy_2)	COMPLETED	0	2025-09-30 23:46:39.089	1m 49s	1m 42s	23.4%	31.7 MB	208.4 MB	2.9 GB	3.1 MB
446	c1/bc101d	15611762	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:46:14.101	2m 19s	1m 1s	64.7%	101.4 MB	812.5 MB	2.1 GB	24.4 MB
459	7a/52a1e3	15611772	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:46:26.805	2m 6s	3s	17.1%	7.6 MB	18.5 MB	34.7 MB	34.7 MB
436	6d/02352b	15611747	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (Nac_Sal_1)	COMPLETED	0	2025-09-30 23:46:00.314	2m 42s	2m 23s	78.3%	1.8 GB	4.5 GB	2.8 GB	324.8 MB
449	7b/ea83fe	15611759	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:46:11.262	2m 31s	1m 36s	71.4%	882.2 MB	1.5 GB	2.2 GB	1.7 KB
468	65/da5eda	15611781	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Nac_Sal_1)	COMPLETED	0	2025-09-30 23:46:49.617	1m 53s	4s	68.4%	59.8 MB	760.1 MB	75.3 MB	797 B
457	4b/c12ecf	15611770	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:46:22.726	2m 30s	6s	52.0%	7.5 MB	18.5 MB	262.4 MB	262.4 MB
458	fc/1b289e	15611771	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:46:23.701	2m 29s	6s	51.2%	7.7 MB	18.5 MB	254.7 MB	254.6 MB
486	d7/d7e789	15611804	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:48:38.972	13.7s	8s	29.9%	16.7 MB	31.7 MB	104.1 MB	11.7 MB
474	64/ec405f	15611788	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:47:28.397	1m 34s	0ms	61.8%	3.1 MB	5.4 MB	33.6 MB	33.5 MB
466	7b/0192f7	15611779	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Nac_oxy_2)	COMPLETED	0	2025-09-30 23:46:47.775	2m 25s	40s	162.6%	193.2 MB	855.6 MB	3.8 GB	15 MB
475	42/3e55ad	15611792	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:47:59.453	1m 23s	9s	55.9%	7.7 MB	18.5 MB	315 MB	314.9 MB
227	3d/d5f389	15611357	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Nac_Sal_8)	COMPLETED	0	2025-09-30 23:25:52.759	23m 35s	21m 38s	54.6%	21.4 GB	33.1 GB	5.5 GB	2.9 GB
489	3b/57c019	15611806	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:48:53.222	34.4s	23s	66.4%	50 MB	65 MB	763.9 MB	72.3 MB
453	c5/654e9b	15611764	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:46:15.502	3m 17s	1m 50s	61.1%	104.6 MB	816 MB	2.8 GB	43.6 MB
477	67/4e8535	15611795	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:48:19.085	1m 14s	6s	64.4%	7.6 MB	18.5 MB	308 MB	307.9 MB
478	60/2948b2	15611796	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Nac_Sal_1)	COMPLETED	0	2025-09-30 23:48:23.139	1m 10s	4s	69.2%	7.7 MB	18.5 MB	158.5 MB	158.4 MB
490	d1/45d4d4	15611812	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Nac_Sal_3)	COMPLETED	0	2025-09-30 23:49:03.900	29.6s	3s	73.9%	15 MB	30 MB	100.6 MB	11.4 MB
491	4b/eb3d80	15611813	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Nac_oxy_2)	COMPLETED	0	2025-09-30 23:49:15.314	22.3s	1s	47.9%	7.6 MB	19.5 MB	16.8 MB	3.5 KB
